company_name	id	number_of_inventors	number_of_local_inventors	number_of_remote_inventors	number_of_clusters (local+remote)	radius_local	radius_remote	local_cluster	nonlocal_cluster	remote_cluster
texas instruments	9577589	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217 -110.9258); (32.2217 -110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
texas instruments	9634617	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(32.2217 -110.9258); (32.2217 -110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(33.0197 -96.6986)', 'center_lat': 33.0197, 'center_lng': -96.6986, 'state': 'TX', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1334.3759248189237}]
texas instruments	9787362	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(31.9575 -110.955)', 'center_lat': 31.9575, 'center_lng': -110.955, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861 -122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1181.9476982246892}]
texas instruments	9837973	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217 -110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(28.1758 -80.5903)', 'center_lat': 28.1758, 'center_lng': -80.5903, 'state': 'FL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 2939.9716686297575}]
texas instruments	9921110	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(32.2217 -110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(38.8339 -104.8208)', 'center_lat': 38.8339, 'center_lng': -104.8208, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 919.155559260541}]
texas instruments	9973161	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(32.2217 -110.9258); (32.2217 -110.9258); (32.2217 -110.9258)', 'center_lat': 32.2217, 'center_lng': -110.9258, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
woodward	8814103	5	5	0	1	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(42.0664 -87.9372); (41.8994 -87.9403); (41.85 -87.65); (42.1514 -87.9597); (42.2631 -88.0039)', 'center_lat': 42.0664, 'center_lng': -87.9372, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
woodward	8872508	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(42.0664 -87.9372); (42.1514 -87.9597); (42.0664 -87.9372)', 'center_lat': 42.0664, 'center_lng': -87.9372, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
woodward	9051045	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(41.8994 -87.9403); (41.85 -87.65); (42.0333 -87.7333)', 'center_lat': 41.8994, 'center_lng': -87.9403, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
woodward	9126676	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(42.2169 -88.0494); (41.8011 -88.0747); (41.85 -87.65); (42.0722 -87.7228)', 'center_lat': 42.2169, 'center_lng': -88.0494, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
woodward	9581226	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(42.2169 -88.0494); (41.9672 -87.8075)', 'center_lat': 42.2169, 'center_lng': -88.0494, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
edgewell personal care	9944005	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.4989 -72.9011); (41.2428 -73.2011)', 'center_lat': 41.4989, 'center_lng': -72.9011, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(42.1657 -74.9481)', 'center_lat': 42.1657, 'center_lng': -74.9481, 'state': 'NY', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 185.08924911690892}, {'number_of_inventors_in_cluster': 1, 'locations': '(41.0131 -74.2647)', 'center_lat': 41.0131, 'center_lng': -74.2647, 'state': 'NJ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 126.13736021782282}]
medtronic	9119010	4	2	2	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(46.3888 6.2393); (46.4657 6.8951)', 'center_lat': 46.3888, 'center_lng': 6.2393, 'state': 'N/A', 'country': 'CH', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(39.8028 -105.0869); (39.9778 -105.1314)', 'center_lat': 39.8028, 'center_lng': -105.0869, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 8260.63490407601}]
medtronic	9179228	4	2	2	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(46.3888 6.2393); (46.4657 6.8951)', 'center_lat': 46.3888, 'center_lng': 6.2393, 'state': 'N/A', 'country': 'CH', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(39.8028 -105.0869); (39.9778 -105.1314)', 'center_lat': 39.8028, 'center_lng': -105.0869, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 8260.63490407601}]
medtronic	9210521	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(40.015 -105.27); (39.8028 -105.0869)', 'center_lat': 40.015, 'center_lng': -105.27, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(46.4212 6.267)', 'center_lat': 46.4212, 'center_lng': 6.267, 'state': '', 'country': 'CH', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 8252.627886736764}]
medtronic	9258656	4	2	2	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(46.3888 6.2393); (46.4657 6.8951)', 'center_lat': 46.3888, 'center_lng': 6.2393, 'state': 'N/A', 'country': 'CH', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(39.8028 -105.0869); (39.9778 -105.1314)', 'center_lat': 39.8028, 'center_lng': -105.0869, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 8260.63490407601}]
medtronic	9736601	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(40.015 -105.27); (39.8028 -105.0869)', 'center_lat': 40.015, 'center_lng': -105.27, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(46.4212 6.267)', 'center_lat': 46.4212, 'center_lng': 6.267, 'state': '', 'country': 'CH', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 8252.627886736764}]
medtronic	9788125	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.8028 -105.0869); (39.9778 -105.1314)', 'center_lat': 39.8028, 'center_lng': -105.0869, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(46.4657 6.8951)', 'center_lat': 46.4657, 'center_lng': 6.8951, 'state': '', 'country': 'CH', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 8292.15151555583}, {'number_of_inventors_in_cluster': 1, 'locations': '(33.8719 35.5097)', 'center_lat': 33.8719, 'center_lng': 35.5097, 'state': '', 'country': 'LB', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 10877.337856348195}]
mellanox technologies	9798166	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(33.8358 -118.3397); (34.0686 -118.0267); (33.8658 -118.0822)', 'center_lat': 33.8358, 'center_lng': -118.3397, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
mellanox technologies	9835801	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(33.8358 -118.3397); (33.8658 -118.0822)', 'center_lat': 33.8358, 'center_lng': -118.3397, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
kingspan	6286999	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(43.0906 -77.5153); (43.0906 -77.5153); (43.0906 -77.5153)', 'center_lat': 43.0906, 'center_lng': -77.5153, 'state': 'NY', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
intel	8306359	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.5985 126.9783); (37.5985 126.9783); (37.5985 126.9783)', 'center_lat': 37.5985, 'center_lng': 126.9783, 'state': 'N/A', 'country': 'KR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	5671499	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(41.2761 -72.8689); (41.2889 -72.6822); (41.5622 -72.6511); (41.4139 -73.3039)', 'center_lat': 41.2761, 'center_lng': -72.8689, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	5765258	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(41.2761 -72.8689); (41.2889 -72.6822); (41.5622 -72.6511); (41.4139 -73.3039)', 'center_lat': 41.2761, 'center_lng': -72.8689, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	6138535	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.7 -71.6833); (41.6603 -71.4564)', 'center_lat': 41.7, 'center_lng': -71.6833, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(42.35 -71.1569)', 'center_lat': 42.35, 'center_lng': -71.1569, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 84.34737115291522}]
stanley black & decker	6170366	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.7 -71.4167); (41.7 -71.6833)', 'center_lat': 41.7, 'center_lng': -71.4167, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(42.35 -71.1569)', 'center_lat': 42.35, 'center_lng': -71.1569, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 75.39515867111241}]
stanley black & decker	6186035	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.7 -71.6833); (41.6603 -71.4564)', 'center_lat': 41.7, 'center_lng': -71.6833, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(42.35 -71.1569)', 'center_lat': 42.35, 'center_lng': -71.1569, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 84.34737115291522}]
stanley black & decker	6230594	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.7 -71.6833); (41.6603 -71.4564)', 'center_lat': 41.7, 'center_lng': -71.6833, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(42.35 -71.1569)', 'center_lat': 42.35, 'center_lng': -71.1569, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 84.34737115291522}]
stanley black & decker	6431430	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(41.6769 -71.2667); (41.7 -71.6833); (41.6603 -71.4564)', 'center_lat': 41.6769, 'center_lng': -71.2667, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	6966476	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(41.7 -71.4167); (41.7 -71.6833); (41.7797 -71.4378)', 'center_lat': 41.7, 'center_lng': -71.4167, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	7930829	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.8097 -72.8311); (41.7619 -72.7425)', 'center_lat': 41.8097, 'center_lng': -72.8311, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(53.3694 -1.4944)', 'center_lat': 53.3694, 'center_lng': -1.4944, 'state': '', 'country': 'GB', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 5266.906424781469}]
stanley black & decker	8042717	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(41.5153 -71.7019); (41.9444 -71.2861); (41.7 -71.4167)', 'center_lat': 41.5153, 'center_lng': -71.7019, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	8047099	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(41.4989 -72.9011); (41.8097 -72.8311); (41.3081 -72.9286); (41.7122 -72.6086)', 'center_lat': 41.4989, 'center_lng': -72.9011, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	8261634	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(41.4989 -72.9011); (41.8097 -72.8311); (41.3081 -72.9286); (41.7122 -72.6086)', 'center_lat': 41.4989, 'center_lng': -72.9011, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	8505798	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(41.7 -71.4167); (41.7 -71.6833); (41.5153 -71.7019); (41.6603 -71.4564); (42.0772 -71.63); (41.7 -71.4167)', 'center_lat': 41.7, 'center_lng': -71.4167, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
stanley black & decker	8549755	3	1	2	3	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(41.8097 -72.8311)', 'center_lat': 41.8097, 'center_lng': -72.8311, 'state': 'CT', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(53.3694 -1.4944)', 'center_lat': 53.3694, 'center_lng': -1.4944, 'state': '', 'country': 'GB', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 5266.906424781469}, {'number_of_inventors_in_cluster': 1, 'locations': '(47.2488 6.0182)', 'center_lat': 47.2488, 'center_lng': 6.0182, 'state': '', 'country': 'FR', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 6007.704394653509}]
stanley black & decker	8833626	7	6	1	2	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(41.9667 -71.55); (41.5153 -71.7019); (41.9444 -71.2861); (41.7406 -71.3092); (41.8239 -71.4133); (41.8239 -71.4133)', 'center_lat': 41.9667, 'center_lng': -71.55, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(24.1433 120.6814)', 'center_lat': 24.1433, 'center_lng': 120.6814, 'state': '', 'country': 'TW', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 12557.062820667552}]
stanley black & decker	9221161	7	6	1	2	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(41.9667 -71.55); (41.5153 -71.7019); (41.9444 -71.2861); (41.7406 -71.3092); (41.8239 -71.4133); (41.8239 -71.4133)', 'center_lat': 41.9667, 'center_lng': -71.55, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(24.1433 120.6814)', 'center_lat': 24.1433, 'center_lng': 120.6814, 'state': '', 'country': 'TW', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 12557.062820667552}]
stanley black & decker	9242359	5	2	3	4	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(45.65 9.15); (45.6167 9.2333)', 'center_lat': 45.65, 'center_lng': 9.15, 'state': 'N/A', 'country': 'IT', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(55.2083 -2.0784)', 'center_lat': 55.2083, 'center_lng': -2.0784, 'state': '', 'country': 'GB', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 1324.0433089861397}, {'number_of_inventors_in_cluster': 1, 'locations': '(41.5153 -71.7019)', 'center_lat': 41.5153, 'center_lng': -71.7019, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 6242.301343812665}, {'number_of_inventors_in_cluster': 1, 'locations': '(24.1433 120.6814)', 'center_lat': 24.1433, 'center_lng': 120.6814, 'state': '', 'country': 'TW', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 9635.455337938763}]
stanley black & decker	9353739	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(35.8028 -88.7747); (35.6144 -88.8139); (35.6144 -88.8139)', 'center_lat': 35.8028, 'center_lng': -88.7747, 'state': 'TN', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(41.7406 -71.3092)', 'center_lat': 41.7406, 'center_lng': -71.3092, 'state': 'RI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1647.8814019429933}]
st. jude medical	9564876	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(42.4472 -71.225); (42.3833 -71.4167); (42.4603 -71.3494); (42.375 -71.1061)', 'center_lat': 42.4472, 'center_lng': -71.225, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
sony	8384045	6	3	3	3	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.5833 139.9167); (37.5833 139.9167); (37.5833 139.9167)', 'center_lat': 37.5833, 'center_lng': 139.9167, 'state': 'N/A', 'country': 'JP', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(35.685 139.7514); (35.6073 140.1063)', 'center_lat': 35.685, 'center_lng': 139.7514, 'state': '', 'country': 'JP', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 211.59590575749235}, {'number_of_inventors_in_cluster': 1, 'locations': '(40.1164 -88.2433)', 'center_lat': 40.1164, 'center_lng': -88.2433, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 10079.28079669719}]
sony	9034261	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(40.1106 -88.2072); (40.1164 -88.2433)', 'center_lat': 40.1106, 'center_lng': -88.2072, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(35.8933 -79.4303)', 'center_lat': 35.8933, 'center_lng': -79.4303, 'state': 'NC', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 900.0711873519215}, {'number_of_inventors_in_cluster': 1, 'locations': '(35.4437 139.638)', 'center_lat': 35.4437, 'center_lng': 139.638, 'state': '', 'country': 'JP', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 10291.503134953855}]
sony	9176055	8	4	4	5	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(40.1106 -88.2072); (40.1953 -88.4042); (40.1164 -88.2433); (40.1106 -88.2072)', 'center_lat': 40.1106, 'center_lng': -88.2072, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6425 -93.8678)', 'center_lat': 47.6425, 'center_lng': -93.8678, 'state': 'MN', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 951.8815316581673}, {'number_of_inventors_in_cluster': 1, 'locations': '(40.015 -105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'state': 'CO', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1449.8811523304832}, {'number_of_inventors_in_cluster': 1, 'locations': '(37.5833 139.9167)', 'center_lat': 37.5833, 'center_lng': 139.9167, 'state': '', 'country': 'JP', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 10081.613448802556}, {'number_of_inventors_in_cluster': 1, 'locations': '(35.8933 -79.4303)', 'center_lat': 35.8933, 'center_lng': -79.4303, 'state': 'NC', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 900.0711873519215}]
sony	9897530	5	3	2	3	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(40.1106 -88.2072); (40.1106 -88.2072); (40.1164 -88.2433)', 'center_lat': 40.1106, 'center_lng': -88.2072, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(21.3069 -157.8583)', 'center_lat': 21.3069, 'center_lng': -157.8583, 'state': 'HI', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 6804.259497964302}, {'number_of_inventors_in_cluster': 1, 'locations': '(33.5336 -82.1308)', 'center_lat': 33.5336, 'center_lng': -82.1308, 'state': 'GA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 909.0773810459057}]
sony	9339728	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4419 -122.1419); (37.4539 -122.1811); (37.9736 -122.53)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
sony	9573059	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.775 -122.4183); (37.4853 -122.2353)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
sony	9687746	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4419 -122.1419); (37.4539 -122.1811); (37.9736 -122.53)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
sony	9878241	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(37.4539 -122.1811); (37.5072 -122.2594); (37.4539 -122.1811); (37.3689 -122.0353); (37.4539 -122.1811); (37.4419 -122.1419)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
sony	9937425	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4419 -122.1419); (37.4539 -122.1811); (37.9736 -122.53)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
lockheed martin	6359681	15	15	0	1	70	70	{'number_of_inventors_in_cluster': 15, 'locations': '(28.5381 -81.3794); (28.6986 -81.3083); (28.5381 -81.3794); (28.5381 -81.3794); (28.5381 -81.3794); (28.6775 -81.3281); (28.6986 -81.3083); (28.5381 -81.3794); (28.5381 -81.3794); (28.5381 -81.3794); (28.7394 -81.1153); (28.446 -81.3956); (28.4953 -81.535); (28.5381 -81.3794); (28.5381 -81.3794)', 'center_lat': 28.5381, 'center_lng': -81.3794, 'state': 'FL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
quest diagnostics	7888075	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(34.09 -117.8894); (33.7456 -117.8669); (33.6 -117.6711)', 'center_lat': 34.09, 'center_lng': -117.8894, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(38.9981 -77.2886)', 'center_lat': 38.9981, 'center_lng': -77.2886, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 3637.495055514696}]
quest diagnostics	8354230	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(33.8703 -117.9244); (33.7456 -117.8669); (33.6 -117.6711); (34.09 -117.8894); (34.0203 -117.8644); (33.7092 -117.9528)', 'center_lat': 33.8703, 'center_lng': -117.9244, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
quest diagnostics	9168523	6	4	2	2	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(33.4269 -117.6111); (33.7456 -117.8669); (34.0522 -118.2428); (33.7878 -117.8522)', 'center_lat': 33.7456, 'center_lng': -117.8669, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(44.8278 -92.9436); (44.9537 -93.09)', 'center_lat': 44.8278, 'center_lng': -92.9436, 'state': 'MN', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 2459.039468482163}]
